name_a,name_b,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33
University of Wisconsin- Madison,University of Wisconsin-Madison,1,98.41269841269842,76.19047619047619,76.19047619047619,96.7741935483871,98.41269841269842,98.41269841269842,76.19047619047619,0.0317460317460317,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,17.779764834140575,1.983080038775065,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
Indiana University Bloomington,"Indiana University Bloomington,",1,98.36065573770492,98.36065573770492,98.36065573770492,100.0,98.36065573770492,98.36065573770492,98.36065573770492,0.0327868852459016,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,15.650427869351704,1.983080038775065,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
"California State University, Fullerton",California State University-Fullerton,1,96.0,72.0,72.0,94.5945945945946,96.0,96.0,72.0,0.0266666666666666,0.1428571428571428,0.8823529411764706,0.0,0.0,0.0,0.0,19.073336339021093,1.983080038775065,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
San Jose State University,San José State University,1,96.0,96.0,96.0,96.0,96.0,100.0,100.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,18.33031732842097,1.983080038775065,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
Northeastern University,Northwestern University,1,95.65217391304348,95.65217391304348,95.65217391304348,95.65217391304348,95.65217391304348,95.65217391304348,95.65217391304348,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,1.983080038775065,1.983080038775065,14.015654524844855,6.863986226196537,1.0,0.0,,,,,,,,,,,,,,
University of St. Thomas,Universityof St.Thomas,1,95.65217391304348,95.65217391304348,95.65217391304348,90.9090909090909,95.65217391304348,95.65217391304348,95.65217391304348,0.0869565217391304,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,11.43008588018058,5.051607469765746,13.336146736594468,1.983080038775065,1.0,0.0,,,,,,,,,,,,,,
Colorado State University,Colorado State University Global,1,95.0,87.71929824561404,100.0,100.0,87.71929824561404,95.0,87.71929824561404,0.2456140350877192,0.1428571428571428,0.8823529411764706,0.0,0.0,0.0,0.0,11.77403204156671,1.983080038775065,6.458521118088372,6.458521118088372,1.0,0.0,,,,,,,,,,,,,,
Colorado State University,Colorado State University Pueblo,1,95.0,87.71929824561404,100.0,100.0,87.71929824561404,95.0,87.71929824561404,0.2456140350877192,0.1428571428571428,0.8823529411764706,0.0,0.0,0.0,0.0,11.77403204156671,1.983080038775065,8.250280587316428,8.250280587316428,1.0,0.0,,,,,,,,,,,,,,
"University of California, Berkeley","University of California, Berkeley - School of Law",1,95.0,80.95238095238095,100.0,100.0,80.95238095238095,95.0,80.95238095238095,0.3809523809523809,0.3333333333333333,0.8571428571428571,0.0,0.0,0.0,0.0,16.29816029321636,1.983080038775065,7.628775205482209,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
University of Florida,University of North Florida,0,95.0,87.5,100.0,84.21052631578947,87.5,95.0,87.5,0.25,0.1428571428571428,0.9375,0.0,0.0,0.0,0.0,10.117270911726266,1.983080038775065,5.279866121746726,5.279866121746726,1.0,0.0,,,,,,,,,,,,,,
University of Washington,University of Washington Bothell,0,95.0,85.71428571428572,100.0,100.0,85.71428571428572,95.0,85.71428571428572,0.2857142857142857,0.1428571428571428,0.8888888888888888,0.0,0.0,0.0,0.0,10.391707757428026,1.983080038775065,8.943427767876372,8.943427767876372,1.0,0.0,,,,,,,,,,,,,,
University of Washington,University of Washington Tacoma,0,95.0,87.27272727272728,100.0,100.0,87.27272727272728,95.0,87.27272727272728,0.2545454545454545,0.1428571428571428,0.8888888888888888,0.0,0.0,0.0,0.0,10.391707757428026,1.983080038775065,8.943427767876372,8.943427767876372,1.0,0.0,,,,,,,,,,,,,,
Texas Lutheran University,Texas Southern University,0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,7.21293573994713,1.983080038775065,12.573649556710958,5.576131937889898,1.0,0.0,,,,,,,,,,,,,,
New York University,New York University School of Law,1,90.0,73.07692307692308,100.0,100.0,73.07692307692308,90.0,73.07692307692308,0.5384615384615384,0.3333333333333333,0.7222222222222222,0.0,0.0,0.0,0.0,12.375505359496245,1.983080038775065,10.03841413542524,2.409638929943029,1.0,0.0,,,,,,,,,,,,,,
New York University,"New York University, Steinhardt School of Culture, Education, and Human Development",1,90.0,37.25490196078432,59.25925925925926,100.0,37.25490196078432,90.0,37.25490196078432,1.2549019607843137,0.5714285714285714,0.5909090909090909,0.0,0.0,0.0,0.0,12.375505359496245,1.983080038775065,48.07824054962079,2.409638929943029,1.0,0.0,,,,,,,,,,,,,,
Drexel University,Drexel University's College of Nursing and Health Professions,1,90.0,43.58974358974359,52.17391304347826,100.0,43.58974358974359,90.0,43.58974358974359,1.1282051282051282,0.6,0.6190476190476191,0.0,0.0,0.0,0.0,10.233360626091493,1.983080038775065,36.66223100047303,2.409638929943029,1.0,0.0,,,,,,,,,,,,,,
Georgetown University,Georgetown University Law Center,1,90.0,79.24528301886792,100.0,100.0,79.24528301886792,90.0,79.24528301886792,0.4150943396226415,0.3333333333333333,0.8125,0.0,0.0,0.0,0.0,9.317069894217337,1.983080038775065,10.519146963378375,5.159238133958112,1.0,0.0,,,,,,,,,,,,,,
Pennsylvania State University,Pennsylvania State University-Penn State Beaver,1,90.0,76.31578947368422,82.85714285714286,100.0,76.31578947368422,90.0,76.31578947368422,0.4736842105263157,0.25,0.8666666666666667,0.0,0.0,0.0,0.0,11.968188056007666,1.983080038775065,14.996483777856582,6.746203190540153,1.0,0.0,,,,,,,,,,,,,,
Pennsylvania State University,Pennsylvania State University-Penn State Worthington Scranton,0,90.0,64.44444444444444,76.59574468085106,100.0,64.44444444444444,90.0,64.44444444444444,0.7111111111111111,0.3333333333333333,0.6842105263157895,0.0,0.0,0.0,0.0,11.968188056007666,1.983080038775065,23.939911545732954,6.746203190540153,1.0,0.0,,,,,,,,,,,,,,
Colorado State University Global,Colorado State University Pueblo,0,87.5,87.5,87.71929824561403,91.8032786885246,87.5,87.5,87.5,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,11.77403204156671,1.983080038775065,14.7088017054048,6.458521118088372,1.0,0.0,,,,,,,,,,,,,,
Cape Cod Community College,Colorado Aero Tech / Front Range Community College,0,85.5,52.63157894736843,79.06976744186046,84.44444444444444,60.526315789473685,85.5,52.63157894736843,0.631578947368421,0.3333333333333333,0.7368421052631579,0.0,0.0,0.0,0.0,6.441962689174366,2.502481227243452,53.95366987111519,6.110214423820157,1.0,0.0,,,,,,,,,,,,,,
"University of California, Santa Cruz",University of Virginia - Darden Graduate School of Business Administration,0,85.5,45.45454545454546,53.06122448979592,68.85245901639344,45.45454545454546,85.5,45.45454545454546,0.6909090909090909,0.3333333333333333,0.6521739130434783,0.0,0.0,0.0,0.0,4.392718968718095,1.983080038775065,53.8935317397326,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
University of Cincinnati Carl H. Lindner College of Business,University of Illinois at Chicago,0,85.5,51.61290322580645,56.52173913043478,73.33333333333334,51.61290322580645,85.5,51.61290322580645,0.5806451612903226,0.2857142857142857,0.85,0.0,0.0,0.0,0.0,4.392718968718095,1.983080038775065,54.165256809783365,2.502481227243452,1.0,0.0,,,,,,,,,,,,,,
University of Cincinnati Carl H. Lindner College of Business,University of San Francisco,0,85.5,48.27586206896552,65.0,73.91304347826086,45.97701149425287,85.5,48.27586206896552,0.7586206896551724,0.3846153846153846,0.7,0.0,0.0,0.0,0.0,4.392718968718095,1.983080038775065,49.10756356743105,2.502481227243452,1.0,0.0,,,,,,,,,,,,,,
University of Cincinnati Carl H. Lindner College of Business,University of West Georgia,0,85.5,44.18604651162791,66.66666666666666,71.42857142857143,46.51162790697675,85.5,44.18604651162791,0.7906976744186046,0.3846153846153846,0.6666666666666666,0.0,0.0,0.0,0.0,4.392718968718095,1.983080038775065,48.23467215109145,2.502481227243452,1.0,0.0,,,,,,,,,,,,,,
University of Connecticut,University of Toronto School of Continuing Studies,0,85.5,58.66666666666666,68.42105263157895,75.55555555555556,56.00000000000001,85.5,58.66666666666666,0.6666666666666666,0.4,0.7647058823529411,0.0,0.0,0.0,0.0,4.392718968718095,1.983080038775065,32.64482618403121,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
University of Montevallo,University of Toronto School of Continuing Studies,0,85.5,51.35135135135135,70.27027027027027,80.0,51.35135135135135,85.5,51.35135135135135,0.7027027027027027,0.4,0.6842105263157895,0.0,0.0,0.0,0.0,4.392718968718095,1.983080038775065,33.743438472699324,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
University of North Carolina at Chapel Hill,University of Virginia - Darden Graduate School of Business Administration,0,85.5,46.15384615384615,47.36842105263158,61.33333333333333,46.15384615384615,85.5,46.15384615384615,0.5299145299145299,0.1764705882352941,0.7272727272727273,0.0,0.0,0.0,0.0,4.392718968718095,1.983080038775065,66.30601796515695,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
University of North Florida,University of Toronto School of Continuing Studies,0,85.5,54.54545454545454,65.0,75.55555555555556,57.14285714285714,85.5,54.54545454545454,0.5974025974025974,0.2727272727272727,0.8333333333333334,0.0,0.0,0.0,0.0,4.392718968718095,1.983080038775065,36.497575950137794,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
University of Cincinnati,University of Cincinnati Carl H. Lindner College of Business,1,90.0,57.14285714285714,100.0,100.0,57.14285714285714,90.0,57.14285714285714,0.8571428571428571,0.5,0.7,0.0,0.0,0.0,0.0,11.949852375474576,1.983080038775065,29.22040268662136,2.502481227243452,1.0,0.0,,,,,,,,,,,,,,
University of Madras,University of Mary,0,89.47368421052632,89.47368421052632,89.47368421052632,94.44444444444444,89.47368421052632,89.47368421052632,89.47368421052632,0.1052631578947368,0.0,0.9333333333333332,0.0,0.0,0.0,0.0,4.392718968718095,1.983080038775065,14.795813082394432,6.545532495078002,1.0,0.0,,,,,,,,,,,,,,
Purdue University,Purdue University Daniels School of Business,1,90.0,55.73770491803278,100.0,100.0,55.73770491803278,90.0,55.73770491803278,0.8852459016393442,0.5,0.631578947368421,0.0,0.0,0.0,0.0,8.729283229315218,1.983080038775065,17.2937608635484,2.409638929943029,1.0,0.0,,,,,,,,,,,,,,
UCLA,UCLA Extension,1,90.0,44.44444444444444,100.0,100.0,44.44444444444444,90.0,44.44444444444444,1.1111111111111112,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,6.99751761882106,6.99751761882106,6.99751761882106,6.99751761882106,1.0,0.0,,,,,,,,,,,,,,
Temple University,Temple University - College of Public Health,1,90.0,55.73770491803278,100.0,100.0,55.73770491803278,90.0,55.73770491803278,0.8852459016393442,0.5555555555555556,0.6190476190476191,0.0,0.0,0.0,0.0,9.134748337423382,1.983080038775065,17.606018842049014,2.409638929943029,1.0,0.0,,,,,,,,,,,,,,
University of Houston,University of Houston-Clear Lake,0,90.0,79.24528301886792,79.24528301886792,100.0,79.24528301886792,90.0,79.24528301886792,0.4150943396226415,0.1428571428571428,0.7222222222222222,0.0,0.0,0.0,0.0,11.033561643600422,1.983080038775065,14.360495011136583,6.110214423820157,1.0,0.0,,,,,,,,,,,,,,
University of North Carolina at Chapel Hill,University of South Carolina,0,85.5,73.23943661971832,88.0,92.85714285714286,73.23943661971832,85.5,73.23943661971832,0.4225352112676056,0.2727272727272727,0.9411764705882352,0.0,0.0,0.0,0.0,10.24510428323615,1.983080038775065,31.82578990767232,4.973135854324251,1.0,0.0,,,,,,,,,,,,,,
"New York University, Steinhardt School of Culture, Education, and Human Development",Nyeri High School,0,85.5,22.0,52.17391304347826,58.82352941176471,28.000000000000004,85.5,22.0,1.32,0.5714285714285714,0.4782608695652174,0.0,0.0,0.0,0.0,2.4695370715240976,2.4695370715240976,69.20920963280037,1.983080038775065,0.0,0.0,,,,,,,,,,,,,,
University of Iowa,University of Virginia - Darden Graduate School of Business Administration,0,85.5,34.78260869565217,83.87096774193549,87.5,34.78260869565217,85.5,34.78260869565217,1.2173913043478262,0.5384615384615384,0.5909090909090909,0.0,0.0,0.0,0.0,4.392718968718095,1.983080038775065,40.85173779858338,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
University of Oregon,University of Virginia - Darden Graduate School of Business Administration,0,85.5,36.17021276595744,78.78787878787878,85.0,38.297872340425535,85.5,36.17021276595744,1.148936170212766,0.5384615384615384,0.6190476190476191,0.0,0.0,0.0,0.0,4.392718968718095,1.983080038775065,41.257202906691546,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
Rutgers University,Rutgers University–New Brunswick,1,90.0,72.0,72.0,100.0,72.0,90.0,72.0,0.56,0.2,0.6875,0.0,0.0,0.0,0.0,8.847066264971602,1.983080038775065,12.373426789587764,4.816293382831281,1.0,0.0,,,,,,,,,,,,,,
Indiana University Indianapolis,Indiana University-Purdue University at Indianapolis,1,85.5,74.69879518072288,100.0,82.75862068965517,74.69879518072288,85.5,74.69879518072288,0.5060240963855421,0.25,0.9375,0.0,0.0,0.0,0.0,15.938109941803486,1.983080038775065,11.719339044864403,4.973135854324251,1.0,0.0,,,,,,,,,,,,,,
University of Virginia,University of Virginia - Darden Graduate School of Business Administration,1,90.0,45.833333333333336,100.0,100.0,45.833333333333336,90.0,45.833333333333336,1.0833333333333333,0.5384615384615384,0.6666666666666666,0.0,0.0,0.0,0.0,10.563558014354683,1.983080038775065,27.93469556240664,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
Mays Business School - Texas A&M University,McGill University,0,85.5,46.66666666666666,74.07407407407408,82.75862068965517,46.66666666666666,85.5,46.66666666666666,0.8666666666666667,0.5555555555555556,0.6190476190476191,0.0,0.0,0.0,0.0,1.983080038775065,1.983080038775065,41.309471335237305,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
Drew University,Drexel University's College of Nursing and Health Professions,0,72.0,36.8421052631579,36.8421052631579,80.0,36.8421052631579,72.0,36.8421052631579,1.2105263157894737,0.6,0.5,0.0,0.0,0.0,0.0,1.983080038775065,1.983080038775065,53.85593935566583,2.409638929943029,1.0,0.0,,,,,,,,,,,,,,
Stanford University Graduate School of Business,Start High School,0,85.5,43.75,52.17391304347826,52.94117647058824,40.625,85.5,43.75,0.9375,0.3333333333333333,0.5789473684210527,0.0,0.0,0.0,0.0,2.4695370715240976,2.4695370715240976,34.37304270843879,1.983080038775065,0.0,0.0,,,,,,,,,,,,,,
University of Mary,University of Massachusetts Amherst,0,85.5,60.37735849056604,83.87096774193549,94.11764705882352,64.15094339622642,85.5,60.37735849056604,0.6415094339622641,0.1428571428571428,0.875,0.0,0.0,0.0,0.0,4.392718968718095,1.983080038775065,20.648198396912488,6.545532495078002,1.0,0.0,,,,,,,,,,,,,,
The University of Texas at Dallas,The University of Texas at San Antonio,0,83.72881355932203,78.87323943661973,88.13559322033899,90.32258064516128,78.87323943661973,83.72881355932203,78.87323943661973,0.1408450704225352,0.0769230769230769,0.8823529411764706,0.0,1.0,0.0,0.0,18.802939843696286,1.983080038775065,19.63584645252878,5.332509855232148,1.0,0.0,,,,,,,,,,,,,,
"California State University, Stanislaus",California State University-Fullerton,0,76.31578947368422,71.05263157894737,71.05263157894737,84.375,76.31578947368422,76.31578947368422,71.05263157894737,0.0526315789473684,0.1428571428571428,0.8823529411764706,0.0,0.0,0.0,0.0,10.823055751704665,1.983080038775065,16.500561174632857,8.250280587316428,1.0,0.0,,,,,,,,,,,,,,
DePaul University,Drexel University's College of Nursing and Health Professions,0,74.11764705882352,38.46153846153846,38.46153846153846,82.35294117647058,35.89743589743589,74.11764705882352,38.46153846153846,1.1282051282051282,0.6,0.6666666666666666,0.0,0.0,0.0,0.0,1.983080038775065,1.983080038775065,53.162792175105885,2.409638929943029,1.0,0.0,,,,,,,,,,,,,,
University of Massachusetts Boston Honors College,University of Massachusetts Lowell,0,84.0983606557377,74.69879518072288,88.52459016393442,90.625,74.69879518072288,84.0983606557377,74.69879518072288,0.3614457831325301,0.2,0.85,0.0,0.0,0.0,0.0,10.938251463796096,1.983080038775065,26.154710700524625,2.502481227243452,1.0,0.0,,,,,,,,,,,,,,
Stanford University Graduate School of Business,Stanford University Law School,1,85.5,72.72727272727273,92.85714285714286,80.0,72.72727272727273,85.5,72.72727272727273,0.4415584415584415,0.2,0.85,0.0,0.0,0.0,0.0,12.297432589507428,1.983080038775065,17.786237348646193,2.409638929943029,1.0,0.0,,,,,,,,,,,,,,
The University of Akron,The University of Texas at Arlington,0,85.5,74.57627118644068,85.0,87.8048780487805,74.57627118644068,85.5,74.57627118644068,0.4406779661016949,0.2,0.7777777777777778,0.0,0.0,0.0,0.0,8.599948288199972,1.983080038775065,25.89262251391284,4.973135854324251,1.0,0.0,,,,,,,,,,,,,,
Kakatiya University,Kansas State University,0,76.19047619047619,76.19047619047619,76.19047619047619,78.78787878787878,76.19047619047619,76.19047619047619,76.19047619047619,0.1904761904761904,0.2,1.0,0.0,0.0,0.0,0.0,1.983080038775065,1.983080038775065,18.677221356828067,3.680737578971487,1.0,0.0,,,,,,,,,,,,,,
California State University - East Bay,"California State University, Fullerton",0,76.31578947368422,76.31578947368422,76.3157894736842,84.84848484848484,76.31578947368422,76.31578947368422,76.31578947368422,0.0,0.2,0.8333333333333334,0.0,1.0,0.0,0.0,10.823055751704665,1.983080038775065,21.78042729637958,6.378478410414836,1.0,0.0,,,,,,,,,,,,,,
Albion College,Alcorn A&m College,0,75.0,75.0,75.0,72.72727272727273,75.0,75.0,75.0,0.25,0.2,0.6153846153846154,0.0,0.0,0.0,0.0,2.502481227243452,2.502481227243452,30.13892146833624,5.947695494322382,1.0,0.0,,,,,,,,,,,,,,
George Mason University,Graceland University,0,74.4186046511628,74.4186046511628,74.4186046511628,75.0,74.4186046511628,74.4186046511628,74.4186046511628,0.1395348837209302,0.2,0.7058823529411765,0.0,0.0,0.0,0.0,1.983080038775065,1.983080038775065,23.65222947328117,6.863986226196537,1.0,0.0,,,,,,,,,,,,,,
California State University - East Bay,California State University-Long Beach,0,81.57894736842105,78.94736842105263,78.94736842105263,85.71428571428572,81.57894736842105,81.57894736842105,78.94736842105263,0.0,0.2,0.8947368421052632,0.0,0.0,0.0,0.0,10.823055751704665,1.983080038775065,27.86165418332649,6.378478410414836,1.0,0.0,,,,,,,,,,,,,,
Norfolk State University,Northeastern University,0,76.59574468085107,76.59574468085107,76.59574468085106,78.94736842105263,76.59574468085107,76.59574468085107,76.59574468085107,0.0425531914893617,0.2,0.75,0.0,0.0,0.0,0.0,1.983080038775065,1.983080038775065,19.77583364549617,3.680737578971487,1.0,0.0,,,,,,,,,,,,,,
Graceland University,Grand Canyon University,0,74.4186046511628,74.4186046511628,74.4186046511628,75.0,74.4186046511628,74.4186046511628,74.4186046511628,0.1395348837209302,0.2,0.875,0.0,0.0,0.0,0.0,1.983080038775065,1.983080038775065,23.61140747876092,7.333989855442272,1.0,0.0,,,,,,,,,,,,,,
University of Cincinnnati,University of Cincinnati,1,97.95918367346938,97.95918367346938,97.95918367346938,95.83333333333334,97.95918367346938,97.95918367346938,97.95918367346938,0.0408163265306122,0.0,1.0,0.0,0.0,0.0,0.0,4.392718968718095,1.983080038775065,16.500561174632853,7.557133406756482,1.0,0.0,,,,,,,,,,,,,,
University of Denver,Unversity of Denver,1,97.43589743589745,97.43589743589745,97.43589743589745,94.73684210526316,97.43589743589745,97.43589743589745,97.43589743589745,0.0512820512820512,0.0,1.0,0.0,0.0,0.0,0.0,9.7436287853853,2.409638929943029,10.926507806651436,1.983080038775065,1.0,0.0,,,,,,,,,,,,,,
Yale Law Schoool,Yale Law School,1,96.7741935483871,96.7741935483871,96.7741935483871,96.55172413793105,96.7741935483871,96.7741935483871,96.7741935483871,0.064516129032258,0.0,1.0,0.0,0.0,0.0,0.0,12.716371540714594,5.159238133958112,11.41296483940047,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
Michigan State University - The Eli Broad College of Business,Michigan State University - Eli Broad College of Business,1,96.61016949152544,96.61016949152544,100.0,92.98245614035088,96.61016949152544,96.61016949152544,96.61016949152544,0.0677966101694915,0.0526315789473684,1.0,0.0,0.0,0.0,0.0,37.78633571940873,1.983080038775065,4.207229319481877,4.207229319481877,1.0,0.0,,,,,,,,,,,,,,
University of Colorado at Colorado Springs,University of Colorado Colorado Springs,1,96.2962962962963,96.2962962962963,100.0,92.3076923076923,96.2962962962963,96.2962962962963,96.2962962962963,0.074074074074074,0.0909090909090909,1.0,0.0,0.0,0.0,0.0,17.836923247980522,1.983080038775065,4.973135854324251,4.973135854324251,1.0,0.0,,,,,,,,,,,,,,
University of Illinois at Urbana-Champaign,University of Illinois Urbana-Champaign,1,96.2962962962963,96.2962962962963,100.0,92.3076923076923,96.2962962962963,96.2962962962963,96.2962962962963,0.074074074074074,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,25.394056654737007,1.983080038775065,4.973135854324251,4.973135854324251,1.0,0.0,,,,,,,,,,,,,,
University of Colorado at Boulder,University of Colorado Boulder,1,95.23809523809524,95.23809523809524,100.0,90.0,95.23809523809524,95.23809523809524,95.23809523809524,0.0952380952380952,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,18.06006679929473,1.983080038775065,4.973135854324251,4.973135854324251,1.0,0.0,,,,,,,,,,,,,,
University of Illinois at Chicago,University of Illinois Chicago,1,95.23809523809524,95.23809523809524,100.0,90.0,95.23809523809524,95.23809523809524,95.23809523809524,0.0952380952380952,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,16.807303830799366,1.983080038775065,4.973135854324251,4.973135854324251,1.0,0.0,,,,,,,,,,,,,,
"University of California, Berkeley - School of Law","University of California, Berkeley",1,95.0,80.95238095238095,100.0,100.0,80.95238095238095,95.0,80.95238095238095,0.3809523809523809,0.3333333333333333,0.8571428571428571,0.0,0.0,0.0,0.0,16.29816029321636,1.983080038775065,7.628775205482209,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
University of Maryland University College,University of Maryland College Park,0,95.0,84.21052631578947,100.0,79.3103448275862,78.94736842105263,95.0,84.21052631578947,0.1578947368421052,0.0,0.9,0.0,0.0,0.0,0.0,13.273678606376382,1.983080038775065,6.863986226196537,6.863986226196537,1.0,0.0,,,,,,,,,,,,,,
"University of California, San Francisco",University of San Francisco,0,95.0,81.81818181818181,100.0,72.34042553191489,81.81818181818181,95.0,81.81818181818181,0.3636363636363636,0.1111111111111111,0.875,0.0,0.0,0.0,0.0,16.722746442771303,1.983080038775065,5.159238133958112,5.159238133958112,1.0,0.0,,,,,,,,,,,,,,
University of South Carolina Upstate,University of South Carolina,0,95.0,87.5,100.0,100.0,87.5,95.0,87.5,0.25,0.1111111111111111,0.9411764705882352,0.0,0.0,0.0,0.0,15.722796148312796,1.983080038775065,8.943427767876372,8.943427767876372,1.0,0.0,,,,,,,,,,,,,,
University of South Carolina Aiken,University of South Carolina,0,95.0,90.32258064516128,100.0,100.0,90.32258064516128,95.0,90.32258064516128,0.1935483870967742,0.1111111111111111,0.9411764705882352,0.0,0.0,0.0,0.0,15.722796148312796,1.983080038775065,8.943427767876372,8.943427767876372,1.0,0.0,,,,,,,,,,,,,,
University of Central Oklahoma,University of Oklahoma,0,95.0,84.61538461538461,100.0,77.77777777777779,84.61538461538461,95.0,84.61538461538461,0.3076923076923077,0.1428571428571428,0.9444444444444444,0.0,0.0,0.0,0.0,11.25670519491463,1.983080038775065,5.611223257701169,5.611223257701169,1.0,0.0,,,,,,,,,,,,,,
University of Illinois Chicago,University of Chicago,0,95.0,82.35294117647058,100.0,80.0,82.35294117647058,95.0,82.35294117647058,0.3529411764705882,0.1428571428571428,0.9411764705882352,0.0,0.0,0.0,0.0,10.697089406979208,1.983080038775065,6.110214423820157,6.110214423820157,1.0,0.0,,,,,,,,,,,,,,
University of Central Florida,University of Florida,0,95.0,84.0,100.0,80.0,84.0,95.0,84.0,0.32,0.1428571428571428,0.9375,0.0,0.0,0.0,0.0,10.117270911726266,1.983080038775065,5.611223257701169,5.611223257701169,1.0,0.0,,,,,,,,,,,,,,
University of Phoenix Online,University of Phoenix,0,95.0,85.71428571428572,100.0,100.0,85.71428571428572,95.0,85.71428571428572,0.2857142857142857,0.1428571428571428,0.9375,0.0,0.0,0.0,0.0,11.390236587539151,1.983080038775065,7.333989855442272,7.333989855442272,1.0,0.0,,,,,,,,,,,,,,
University of Southern Maine,University of Maine,0,95.0,80.85106382978724,100.0,84.84848484848484,80.85106382978724,95.0,80.85106382978724,0.3829787234042553,0.1428571428571428,0.9333333333333332,0.0,0.0,0.0,0.0,11.949852375474576,1.983080038775065,5.576131937889898,5.576131937889898,1.0,0.0,,,,,,,,,,,,,,
University of North Florida,University of Florida,0,95.0,87.5,100.0,84.21052631578947,87.5,95.0,87.5,0.25,0.1428571428571428,0.9375,0.0,0.0,0.0,0.0,10.117270911726266,1.983080038775065,5.279866121746726,5.279866121746726,1.0,0.0,,,,,,,,,,,,,,
University of South Alabama,University of Alabama,0,95.0,87.5,100.0,80.0,87.5,95.0,87.5,0.25,0.1428571428571428,0.9411764705882352,0.0,0.0,0.0,0.0,11.390236587539151,1.983080038775065,5.477691865076646,5.477691865076646,1.0,0.0,,,,,,,,,,,,,,
The University of Texas at Arlington,The University of Texas at Dallas,0,83.72881355932203,81.15942028985508,88.13559322033899,90.0,81.15942028985508,83.72881355932203,81.15942028985508,0.0869565217391304,0.0,0.8888888888888888,0.0,1.0,0.0,0.0,18.802939843696286,1.983080038775065,15.401948885964746,7.557133406756482,1.0,0.0,,,,,,,,,,,,,,
"University of California, Santa Cruz","University of California, Merced",0,83.33333333333333,79.41176470588236,87.71929824561403,89.65517241379311,79.41176470588236,83.33333333333333,79.41176470588236,0.1176470588235294,0.1111111111111111,0.8421052631578947,0.0,1.0,0.0,0.0,9.551957102676203,1.983080038775065,22.473574476939525,6.378478410414836,1.0,0.0,,,,,,,,,,,,,,
"California State University, Monterey Bay","California State University, Northridge",0,82.5,82.5,83.58208955223881,88.0,82.5,82.5,82.5,0.05,0.1111111111111111,0.7619047619047619,0.0,1.0,0.0,0.0,10.823055751704665,1.983080038775065,24.34537665384112,7.1516682986483175,1.0,0.0,,,,,,,,,,,,,,
University of North Carolina at Greensboro,University of North Carolina at Charlotte,0,81.92771084337349,81.92771084337349,86.11111111111111,89.47368421052632,81.92771084337349,81.92771084337349,81.92771084337349,0.0240963855421686,0.0,0.8888888888888888,0.0,1.0,0.0,0.0,20.49810625930713,1.983080038775065,15.689630958416526,7.844815479208263,1.0,0.0,,,,,,,,,,,,,,
"California State University, Monterey Bay","California State University, Fullerton",0,80.6060606060606,78.48101265822784,84.84848484848484,88.57142857142857,78.48101265822784,80.6060606060606,78.48101265822784,0.0759493670886076,0.1111111111111111,0.8888888888888888,0.0,1.0,0.0,0.0,10.823055751704665,1.983080038775065,24.34537665384112,7.1516682986483175,1.0,0.0,,,,,,,,,,,,,,
California State University - East Bay,"California State University, Chico",0,77.77777777777779,77.77777777777779,77.77777777777777,90.32258064516128,77.77777777777779,77.77777777777779,77.77777777777779,0.1111111111111111,0.2,0.7894736842105263,0.0,1.0,0.0,0.0,10.823055751704665,1.983080038775065,21.78042729637958,6.378478410414836,1.0,0.0,,,,,,,,,,,,,,
